"emp_no","first_name","last_name","dept_no","title","from_date","to_date"
238422,"Vishv","Angelov","d007","Staff","1988-03-08","9999-01-01"
238949,"Minghong","Cronin","d007","Senior Staff","1987-10-04","9999-01-01"
239067,"Tadahiko","Pocchiola","d007","Staff","1996-04-02","9999-01-01"
239244,"Abdulla","Kitai","d007","Senior Staff","1987-02-20","9999-01-01"
239244,"Abdulla","Kitai","d007","Staff","1987-02-20","9999-01-01"
239415,"Susumu","Brender","d004","Engineer","1993-04-17","9999-01-01"
239415,"Susumu","Brender","d004","Senior Engineer","1993-04-17","9999-01-01"
239426,"Vesna","Fairtlough","d008","Engineer","2002-05-07","9999-01-01"
239664,"Sugwoo","Michaels","d004","Engineer","1992-08-02","9999-01-01"
239664,"Sugwoo","Michaels","d004","Senior Engineer","1992-08-02","9999-01-01"
239706,"Arunas","Bugrara","d004","Assistant Engineer","1997-04-03","9999-01-01"
239748,"Bilhanan","Dusink","d007","Senior Staff","1988-06-04","9999-01-01"
239748,"Bilhanan","Dusink","d007","Staff","1988-06-04","9999-01-01"
239803,"Oscal","Ernst","d008","Senior Staff","1992-05-19","9999-01-01"
239803,"Oscal","Ernst","d008","Staff","1992-05-19","9999-01-01"
240132,"Mizuhito","Kobara","d009","Senior Staff","1996-08-09","9999-01-01"
240132,"Mizuhito","Kobara","d009","Staff","1996-08-09","9999-01-01"
240236,"True","Tischendorf","d004","Engineer","1986-01-19","9999-01-01"
240236,"True","Tischendorf","d004","Senior Engineer","1986-01-19","9999-01-01"
240285,"Kolar","Greenaway","d009","Staff","1998-11-14","9999-01-01"
240340,"Mack","Staylopatis","d004","Engineer","1985-04-02","9999-01-01"
240340,"Mack","Staylopatis","d004","Senior Engineer","1985-04-02","9999-01-01"
240438,"Temple","Cyre","d009","Senior Staff","1992-09-30","9999-01-01"
240438,"Temple","Cyre","d009","Staff","1992-09-30","9999-01-01"
240870,"Francesca","Chorvat","d004","Senior Staff","1992-03-17","9999-01-01"
240870,"Francesca","Chorvat","d004","Staff","1992-03-17","9999-01-01"
241100,"Cedric","Molenaar","d005","Engineer","1990-10-06","9999-01-01"
241100,"Cedric","Molenaar","d005","Senior Engineer","1990-10-06","9999-01-01"
241254,"Jagoda","Anguita","d005","Senior Engineer","1993-05-11","9999-01-01"
241292,"Uri","Lampe","d009","Senior Staff","2001-12-11","9999-01-01"
241292,"Uri","Lampe","d009","Staff","2001-12-11","9999-01-01"
241567,"Emran","Miara","d005","Engineer","1989-05-02","9999-01-01"
241567,"Emran","Miara","d005","Senior Engineer","1989-05-02","9999-01-01"
241667,"Atilio","Olivero","d004","Engineer","1985-09-04","9999-01-01"
241667,"Atilio","Olivero","d004","Senior Engineer","1985-09-04","9999-01-01"
241728,"Limsoon","Boudaillier","d009","Senior Engineer","1999-08-08","9999-01-01"
241872,"Bluma","Fetvedt","d005","Senior Staff","2001-11-14","9999-01-01"
241872,"Bluma","Fetvedt","d005","Staff","2001-11-14","9999-01-01"
242019,"Herb","Murrill","d004","Senior Engineer","2001-10-28","9999-01-01"
242081,"Tomokazu","Pargas","d004","Assistant Engineer","1996-11-15","9999-01-01"
242081,"Tomokazu","Pargas","d004","Engineer","1996-11-15","9999-01-01"
242104,"Richara","Sudkamp","d001","Senior Staff","1989-09-05","9999-01-01"
242104,"Richara","Sudkamp","d001","Staff","1989-09-05","9999-01-01"
242500,"Bingning","Iisaku","d007","Senior Staff","1989-06-26","9999-01-01"
242500,"Bingning","Iisaku","d007","Staff","1989-06-26","9999-01-01"
242800,"Kazuyasu","Levergood","d005","Engineer","1996-02-10","9999-01-01"
243018,"Bowen","Deverell","d001","Senior Staff","1998-12-27","9999-01-01"
243077,"Kazunori","Perz","d004","Senior Engineer","1999-02-25","9999-01-01"
243576,"Abdulah","Lodder","d007","Senior Staff","1996-11-10","9999-01-01"
243576,"Abdulah","Lodder","d007","Staff","1996-11-10","9999-01-01"
243637,"Marjo","Delgrange","d001","Senior Staff","1990-06-24","9999-01-01"
243637,"Marjo","Delgrange","d001","Staff","1990-06-24","9999-01-01"
243898,"Arch","Basawa","d001","Staff","1998-05-10","9999-01-01"
244308,"Mokhtar","Rebaine","d001","Senior Staff","1991-07-23","9999-01-01"
244308,"Mokhtar","Rebaine","d001","Staff","1991-07-23","9999-01-01"
244605,"Masoud","Suwa","d002","Senior Staff","1998-10-10","9999-01-01"
244605,"Masoud","Suwa","d002","Staff","1998-10-10","9999-01-01"
244624,"Boaz","Seuren","d008","Senior Staff","1987-03-27","9999-01-01"
244624,"Boaz","Seuren","d008","Staff","1987-03-27","9999-01-01"
244711,"Rosli","Butner","d004","Assistant Engineer","1991-03-20","9999-01-01"
244711,"Rosli","Butner","d004","Engineer","1991-03-20","9999-01-01"
244714,"Poorav","Clouatre","d004","Senior Engineer","1996-05-06","9999-01-01"
244820,"Shigenori","Hertweck","d005","Engineer","1987-04-13","9999-01-01"
244820,"Shigenori","Hertweck","d005","Senior Engineer","1987-04-13","9999-01-01"
244873,"Arunachalam","Oppitz","d007","Senior Staff","1986-05-20","9999-01-01"
244873,"Arunachalam","Oppitz","d007","Staff","1986-05-20","9999-01-01"
245164,"Filipp","Winter","d004","Engineer","1996-10-24","9999-01-01"
245164,"Filipp","Winter","d004","Senior Engineer","1996-10-24","9999-01-01"
245396,"Gift","Bottner","d003","Senior Staff","1995-03-04","9999-01-01"
245396,"Gift","Bottner","d003","Staff","1995-03-04","9999-01-01"
245664,"Manohar","Kilgore","d007","Staff","1998-11-17","9999-01-01"
246146,"Zhongwei","Melski","d006","Engineer","1987-09-04","9999-01-01"
246146,"Zhongwei","Melski","d006","Senior Engineer","1987-09-04","9999-01-01"
246244,"George","Casperson","d003","Staff","2000-01-20","9999-01-01"
246364,"Alper","Tiemann","d005","Engineer","1998-10-29","9999-01-01"
246764,"Shuzo","Czaja","d007","Staff","1997-11-29","9999-01-01"
246798,"Tianruo","Strooper","d001","Senior Staff","2001-12-07","9999-01-01"
246798,"Tianruo","Strooper","d001","Staff","2001-12-07","9999-01-01"
246902,"Shih","Shanbhogue","d003","Staff","1998-04-19","9999-01-01"
247089,"Seongbae","Schahn","d007","Senior Staff","1992-12-10","9999-01-01"
247089,"Seongbae","Schahn","d007","Staff","1992-12-10","9999-01-01"
247122,"Xiaobin","Narlikar","d003","Senior Staff","1992-02-14","9999-01-01"
247122,"Xiaobin","Narlikar","d003","Staff","1992-02-14","9999-01-01"
247447,"Tzu","Bakhtari","d004","Engineer","1994-03-18","9999-01-01"
247447,"Tzu","Bakhtari","d004","Senior Engineer","1994-03-18","9999-01-01"
247456,"Masako","Bahk","d004","Engineer","1997-07-31","9999-01-01"
247612,"Chiranjit","Constantine","d005","Engineer","1997-05-25","9999-01-01"
247875,"Xiong","Anick","d001","Senior Staff","1991-04-23","9999-01-01"
247888,"Abdelghani","Lagarias","d006","Engineer","1985-09-06","9999-01-01"
247888,"Abdelghani","Lagarias","d006","Senior Engineer","1985-09-06","9999-01-01"
248256,"Sajjan","Falby","d007","Staff","1996-08-29","9999-01-01"
248351,"Jaana","Milicia","d001","Senior Staff","1985-06-02","9999-01-01"
248758,"Snehasis","Muhlberg","d009","Senior Staff","1994-12-25","9999-01-01"
248758,"Snehasis","Muhlberg","d009","Staff","1994-12-25","9999-01-01"
248953,"Percy","Sudbeck","d004","Assistant Engineer","1996-08-29","9999-01-01"
249239,"Hideyuki","Decleir","d005","Senior Engineer","1994-05-04","9999-01-01"
249325,"Ute","Pokrovskii","d007","Staff","1997-06-09","9999-01-01"
249433,"Ayonca","Matzov","d004","Engineer","1988-06-03","9999-01-01"
249433,"Ayonca","Matzov","d004","Senior Engineer","1988-06-03","9999-01-01"
249504,"Dmitry","Velardi","d008","Engineer","1995-10-20","9999-01-01"
249504,"Dmitry","Velardi","d008","Senior Engineer","1995-10-20","9999-01-01"
249780,"Nechama","Gaughan","d009","Assistant Engineer","1993-07-09","9999-01-01"
249780,"Nechama","Gaughan","d009","Engineer","1993-07-09","9999-01-01"
249780,"Nechama","Gaughan","d009","Senior Engineer","1993-07-09","9999-01-01"
249799,"Jolita","Neimat","d005","Engineer","1993-12-27","9999-01-01"
249799,"Jolita","Neimat","d005","Senior Engineer","1993-12-27","9999-01-01"
249866,"Steen","Gubsky","d007","Senior Staff","1989-01-14","9999-01-01"
249866,"Steen","Gubsky","d007","Staff","1989-01-14","9999-01-01"
249969,"Georgi","Luiz","d004","Engineer","1991-06-10","9999-01-01"
249969,"Georgi","Luiz","d004","Senior Engineer","1991-06-10","9999-01-01"
250411,"Ranga","Sommen","d007","Senior Staff","1989-01-20","9999-01-01"
250411,"Ranga","Sommen","d007","Staff","1989-01-20","9999-01-01"
250452,"Alexius","Plavsic","d005","Senior Engineer","2000-01-17","9999-01-01"
250748,"Kish","Turnbull","d005","Engineer","1987-02-10","9999-01-01"
250748,"Kish","Turnbull","d005","Senior Engineer","1987-02-10","9999-01-01"
251166,"Hinrich","Hooghiemstra","d002","Senior Staff","1985-10-05","9999-01-01"
251166,"Hinrich","Hooghiemstra","d002","Staff","1985-10-05","9999-01-01"
251233,"Yucel","Bernini","d004","Engineer","1993-02-19","9999-01-01"
251233,"Yucel","Bernini","d004","Senior Engineer","1993-02-19","9999-01-01"
251301,"Pintsang","Impagliazzo","d007","Senior Staff","1989-05-06","9999-01-01"
251341,"Divier","Kumaresan","d003","Senior Staff","1992-12-05","9999-01-01"
251341,"Divier","Kumaresan","d003","Staff","1992-12-05","9999-01-01"
251403,"Utpal","DuBourdieux","d005","Technique Leader","1997-11-19","9999-01-01"
251437,"Shichao","Iwayama","d005","Assistant Engineer","1989-10-17","9999-01-01"
251437,"Shichao","Iwayama","d005","Engineer","1989-10-17","9999-01-01"
251645,"Bezalel","Tsunoo","d007","Senior Staff","1992-06-17","9999-01-01"
251645,"Bezalel","Tsunoo","d007","Staff","1992-06-17","9999-01-01"
251680,"Moty","Sommen","d005","Senior Engineer","1990-08-14","9999-01-01"
251814,"Mitsuyuki","Zockler","d004","Technique Leader","1998-09-14","9999-01-01"
252185,"Chaosheng","Conta","d006","Assistant Engineer","1997-04-14","9999-01-01"
252185,"Chaosheng","Conta","d006","Engineer","1997-04-14","9999-01-01"
252316,"Gill","Niizuma","d005","Engineer","1994-10-08","9999-01-01"
252316,"Gill","Niizuma","d005","Senior Engineer","1994-10-08","9999-01-01"
252392,"Sanjeeva","Peron","d004","Engineer","1993-12-26","9999-01-01"
252392,"Sanjeeva","Peron","d004","Senior Engineer","1993-12-26","9999-01-01"
253029,"Thodoros","Thimonier","d006","Engineer","1995-04-05","9999-01-01"
253707,"Insup","Hainaut","d007","Staff","1998-02-11","9999-01-01"
253838,"Stafford","Terlouw","d004","Assistant Engineer","1999-02-21","9999-01-01"
253893,"Huiqun","Trystram","d004","Senior Engineer","1993-05-10","9999-01-01"
254044,"Gunilla","Brendel","d006","Engineer","1992-04-10","9999-01-01"
254044,"Gunilla","Brendel","d006","Senior Engineer","1992-04-10","9999-01-01"
254399,"Armond","Lores","d004","Technique Leader","1999-09-16","9999-01-01"
254821,"Tonny","Couchot","d007","Staff","1994-12-12","9999-01-01"
255466,"Huan","Roccetti","d004","Senior Engineer","1985-07-03","9999-01-01"
255657,"Oldrich","Cyre","d005","Engineer","1985-02-10","9999-01-01"
255657,"Oldrich","Cyre","d005","Senior Engineer","1985-02-10","9999-01-01"
255779,"Heejo","Merle","d004","Technique Leader","1997-09-04","9999-01-01"
256216,"Halsur","Brodal","d004","Engineer","1997-11-22","9999-01-01"
256856,"Hongzue","Barbanera","d003","Senior Staff","1987-06-17","9999-01-01"
256856,"Hongzue","Barbanera","d003","Staff","1987-06-17","9999-01-01"
256881,"Ioana","Jakobus","d005","Engineer","1990-08-10","9999-01-01"
256881,"Ioana","Jakobus","d005","Senior Engineer","1990-08-10","9999-01-01"
256888,"Heather","Pehl","d001","Staff","1993-09-15","9999-01-01"
257062,"Stabislas","Pardalos","d005","Engineer","1989-06-21","9999-01-01"
257062,"Stabislas","Pardalos","d005","Senior Engineer","1989-06-21","9999-01-01"
257378,"Pascal","Bernatsky","d001","Senior Staff","1988-09-03","9999-01-01"
257378,"Pascal","Bernatsky","d001","Staff","1988-09-03","9999-01-01"
257469,"Anyuan","Hanratty","d002","Senior Staff","1988-01-06","9999-01-01"
257469,"Anyuan","Hanratty","d002","Staff","1988-01-06","9999-01-01"
257484,"Shaowei","Nicolson","d003","Senior Staff","1986-12-07","9999-01-01"
257484,"Shaowei","Nicolson","d003","Staff","1986-12-07","9999-01-01"
258028,"Mountaz","Reinhart","d008","Engineer","2001-07-03","9999-01-01"
258124,"Mariusz","Zolotykh","d007","Senior Staff","1990-07-28","9999-01-01"
258470,"Weiwu","Butner","d007","Staff","1995-02-14","9999-01-01"
258643,"Przemyslawa","Esposito","d005","Engineer","1992-02-27","9999-01-01"
258643,"Przemyslawa","Esposito","d005","Senior Engineer","1992-02-27","9999-01-01"
259042,"Xiaoqiang","Farrow","d007","Staff","1997-01-01","9999-01-01"
259237,"Palash","Gammage","d009","Senior Staff","1987-10-23","9999-01-01"
259237,"Palash","Gammage","d009","Staff","1987-10-23","9999-01-01"
259273,"Xiahua","Gomatam","d004","Senior Engineer","1989-12-01","9999-01-01"
259611,"Shuichi","Marrakchi","d007","Senior Staff","1990-08-21","9999-01-01"
259619,"Conal","Magliocco","d002","Senior Staff","1992-05-09","9999-01-01"
259718,"Stepehn","Bouloucos","d005","Senior Staff","1993-12-13","9999-01-01"
259718,"Stepehn","Bouloucos","d005","Staff","1993-12-13","9999-01-01"
260153,"Mingdong","Baar","d005","Technique Leader","1991-10-14","9999-01-01"
260249,"Vugranam","Beausoleil","d009","Staff","1998-05-14","9999-01-01"
260361,"Reinhold","Rahier","d004","Engineer","1997-10-09","9999-01-01"
260399,"Hatem","Birsak","d002","Senior Staff","1989-04-10","9999-01-01"
260399,"Hatem","Birsak","d002","Staff","1989-04-10","9999-01-01"
260408,"Sasan","Brookner","d009","Senior Staff","1996-09-03","9999-01-01"
260408,"Sasan","Brookner","d009","Staff","1996-09-03","9999-01-01"
260501,"Dzung","Pargas","d005","Technique Leader","1990-05-17","9999-01-01"
261184,"Masako","Kornatzky","d004","Senior Engineer","1987-08-29","9999-01-01"
261631,"Jianhua","Huttel","d005","Engineer","1998-02-23","9999-01-01"
261662,"Berni","Assaf","d002","Senior Staff","1989-09-08","9999-01-01"
261737,"Mark","Lindqvist","d004","Engineer","1990-11-22","9999-01-01"
261737,"Mark","Lindqvist","d004","Senior Engineer","1990-11-22","9999-01-01"
261986,"Gila","Ramsak","d005","Senior Engineer","1997-05-13","9999-01-01"
261990,"Volkmar","Czaja","d007","Senior Staff","1992-04-01","9999-01-01"
261990,"Volkmar","Czaja","d007","Staff","1992-04-01","9999-01-01"
262208,"Mrinalini","Holburn","d007","Senior Staff","1987-05-23","9999-01-01"
262210,"Chinho","Bottner","d005","Assistant Engineer","1985-07-29","9999-01-01"
262210,"Chinho","Bottner","d005","Engineer","1985-07-29","9999-01-01"
262210,"Chinho","Bottner","d005","Senior Engineer","1985-07-29","9999-01-01"
262328,"Mayuko","Vural","d007","Staff","1997-12-24","9999-01-01"
262439,"Lorien","Lagarias","d001","Senior Staff","1985-10-10","9999-01-01"
262439,"Lorien","Lagarias","d001","Staff","1985-10-10","9999-01-01"
262636,"Tamiya","Reutenauer","d004","Senior Engineer","1992-04-10","9999-01-01"
262752,"Pramod","Bierman","d005","Engineer","1997-12-12","9999-01-01"
262928,"Piyush","Gill","d006","Engineer","1995-02-20","9999-01-01"
262928,"Piyush","Gill","d006","Senior Engineer","1995-02-20","9999-01-01"
263012,"Hideo","Buchter","d003","Staff","1999-05-01","9999-01-01"
263186,"Danny","Lowrie","d005","Technique Leader","1995-09-13","9999-01-01"
263370,"Shakhar","Ranze","d007","Staff","1999-05-29","9999-01-01"
263439,"Atreye","Kabayashi","d005","Senior Engineer","1986-12-15","9999-01-01"
263645,"Mingsen","Lally","d005","Senior Engineer","1990-12-04","9999-01-01"
263649,"Mechthild","Zongker","d007","Senior Staff","1993-07-26","9999-01-01"
263926,"Fusako","Schwartzbauer","d007","Senior Staff","1985-04-07","9999-01-01"
263926,"Fusako","Schwartzbauer","d007","Staff","1985-04-07","9999-01-01"
264030,"Zdislav","Solares","d004","Assistant Engineer","1990-12-14","9999-01-01"
264030,"Zdislav","Solares","d004","Engineer","1990-12-14","9999-01-01"
264167,"Baoqiu","Tomescu","d005","Senior Engineer","1996-05-01","9999-01-01"
264322,"Leandro","Swist","d007","Senior Staff","1991-01-06","9999-01-01"
264322,"Leandro","Swist","d007","Staff","1991-01-06","9999-01-01"
264626,"Noritoshi","Bakhtari","d001","Senior Staff","1993-02-03","9999-01-01"
264626,"Noritoshi","Bakhtari","d001","Staff","1993-02-03","9999-01-01"
264939,"Bogdan","Bahi","d004","Engineer","1999-02-13","9999-01-01"
264939,"Bogdan","Bahi","d004","Senior Engineer","1999-02-13","9999-01-01"
265039,"Navid","Staudhammer","d002","Senior Staff","1992-10-18","9999-01-01"
265039,"Navid","Staudhammer","d002","Staff","1992-10-18","9999-01-01"
265521,"Kensei","Salverda","d004","Engineer","1993-05-25","9999-01-01"
265521,"Kensei","Salverda","d004","Senior Engineer","1993-05-25","9999-01-01"
265558,"Susuma","Kleiser","d007","Senior Staff","1987-08-02","9999-01-01"
265558,"Susuma","Kleiser","d007","Staff","1987-08-02","9999-01-01"
265794,"Miquel","Halloran","d007","Senior Staff","1994-01-14","9999-01-01"
265794,"Miquel","Halloran","d007","Staff","1994-01-14","9999-01-01"
265875,"Fan","Marsiglia","d004","Engineer","1989-09-03","9999-01-01"
265875,"Fan","Marsiglia","d004","Senior Engineer","1989-09-03","9999-01-01"
266206,"Zsolt","Anily","d001","Senior Staff","1985-08-19","9999-01-01"
266206,"Zsolt","Anily","d001","Staff","1985-08-19","9999-01-01"
266249,"Sumant","Nishimukai","d007","Senior Staff","1991-03-28","9999-01-01"
266310,"Zvonko","Serdy","d008","Senior Staff","1987-06-24","9999-01-01"
266310,"Zvonko","Serdy","d008","Staff","1987-06-24","9999-01-01"
266644,"Anwar","Gubsky","d002","Senior Staff","1993-08-09","9999-01-01"
266644,"Anwar","Gubsky","d002","Staff","1993-08-09","9999-01-01"
266862,"Mart","Plumb","d008","Senior Staff","1986-04-21","9999-01-01"
266881,"Mokhtar","Sabnani","d001","Senior Staff","1997-02-04","9999-01-01"
266881,"Mokhtar","Sabnani","d001","Staff","1997-02-04","9999-01-01"
267059,"Moie","Tempesti","d009","Senior Staff","1991-06-29","9999-01-01"
267059,"Moie","Tempesti","d009","Staff","1991-06-29","9999-01-01"
267227,"Susuma","Tagansky","d004","Engineer","1995-01-22","9999-01-01"
267227,"Susuma","Tagansky","d004","Senior Engineer","1995-01-22","9999-01-01"
267304,"Jordanka","Axelband","d007","Senior Staff","1994-06-27","9999-01-01"
267667,"Irena","Kaiserswerth","d007","Senior Staff","1987-09-05","9999-01-01"
267667,"Irena","Kaiserswerth","d007","Staff","1987-09-05","9999-01-01"
268043,"Narain","Mikschl","d005","Engineer","1997-11-02","9999-01-01"
268191,"LiMin","Teitelbaum","d004","Engineer","1990-11-01","9999-01-01"
268191,"LiMin","Teitelbaum","d004","Senior Engineer","1990-11-01","9999-01-01"
269728,"Naftali","Kragelund","d001","Senior Staff","1987-05-16","9999-01-01"
269728,"Naftali","Kragelund","d001","Staff","1987-05-16","9999-01-01"
270084,"Ulises","Frolund","d001","Senior Staff","1986-07-26","9999-01-01"
270084,"Ulises","Frolund","d001","Staff","1986-07-26","9999-01-01"
270716,"Shunichi","Baer","d007","Staff","1998-02-04","9999-01-01"
270794,"Dannz","Zhang","d001","Senior Staff","1991-06-26","9999-01-01"
271106,"Taisook","Kampfer","d004","Engineer","1997-11-30","9999-01-01"
271219,"Odoardo","Tyugu","d004","Engineer","1994-11-07","9999-01-01"
272141,"Tsutomu","Neiman","d005","Senior Staff","1996-07-31","9999-01-01"
272141,"Tsutomu","Neiman","d005","Staff","1996-07-31","9999-01-01"
272285,"Gully","Mitchem","d009","Senior Staff","1986-01-22","9999-01-01"
272285,"Gully","Mitchem","d009","Staff","1986-01-22","9999-01-01"
272316,"Surveyors","Muhling","d004","Engineer","1999-07-19","9999-01-01"
272452,"Mitsuyuki","Isard","d008","Engineer","2002-02-27","9999-01-01"
272599,"Holgard","Hegner","d001","Senior Staff","1993-07-15","9999-01-01"
272599,"Holgard","Hegner","d001","Staff","1993-07-15","9999-01-01"
272860,"Minghong","Candan","d004","Assistant Engineer","1994-02-10","9999-01-01"
273159,"Divine","Hofmeyr","d005","Technique Leader","1989-04-14","9999-01-01"
273286,"Brigham","Asmuth","d005","Engineer","1989-01-23","9999-01-01"
273286,"Brigham","Asmuth","d005","Senior Engineer","1989-01-23","9999-01-01"
273396,"Wayne","Baba","d005","Engineer","1998-03-07","9999-01-01"
273806,"Hongzhu","Beetstra","d009","Senior Staff","1997-08-18","9999-01-01"
273806,"Hongzhu","Beetstra","d009","Staff","1997-08-18","9999-01-01"
273858,"Gunilla","Matzen","d007","Senior Staff","1990-12-28","9999-01-01"
273858,"Gunilla","Matzen","d007","Staff","1990-12-28","9999-01-01"
274071,"Mingsen","Weiland","d003","Staff","1995-10-12","9999-01-01"
274271,"Prodip","Ritcey","d007","Senior Staff","1986-09-10","9999-01-01"
274271,"Prodip","Ritcey","d007","Staff","1986-09-10","9999-01-01"
274369,"Ranga","Waymire","d008","Senior Staff","1997-01-27","9999-01-01"
274813,"Yefim","Pettey","d007","Senior Staff","1993-08-07","9999-01-01"
274813,"Yefim","Pettey","d007","Staff","1993-08-07","9999-01-01"
275158,"Satyanarayana","Brandsma","d005","Engineer","1999-12-08","9999-01-01"
275263,"Vojin","Laventhal","d005","Engineer","1991-10-18","9999-01-01"
275263,"Vojin","Laventhal","d005","Senior Engineer","1991-10-18","9999-01-01"
275444,"Limsoon","Leppanen","d005","Engineer","1993-01-21","9999-01-01"
275444,"Limsoon","Leppanen","d005","Senior Engineer","1993-01-21","9999-01-01"
275495,"Shen","Yamaashi","d007","Staff","1995-02-19","9999-01-01"
275801,"Ayakannu","Heinisuo","d007","Senior Staff","1986-06-28","9999-01-01"
275881,"Jiann","Munro","d004","Senior Engineer","1988-05-18","9999-01-01"
275994,"Uma","Prampolini","d004","Engineer","1991-02-21","9999-01-01"
275994,"Uma","Prampolini","d004","Senior Engineer","1991-02-21","9999-01-01"
276027,"Holgard","Stavenow","d008","Senior Staff","1986-02-28","9999-01-01"
276027,"Holgard","Stavenow","d008","Staff","1986-02-28","9999-01-01"
276184,"Mari","Swick","d007","Senior Staff","1991-04-08","9999-01-01"
276186,"Sajjad","Vecchi","d003","Senior Staff","1993-06-02","9999-01-01"
276186,"Sajjad","Vecchi","d003","Staff","1993-06-02","9999-01-01"
276189,"Isaac","Klerer","d003","Senior Staff","1995-03-19","9999-01-01"
276189,"Isaac","Klerer","d003","Staff","1995-03-19","9999-01-01"
276445,"Atilio","Randi","d004","Engineer","1988-07-02","9999-01-01"
276445,"Atilio","Randi","d004","Senior Engineer","1988-07-02","9999-01-01"
276472,"Hideyuki","Flanders","d005","Engineer","1988-11-10","9999-01-01"
276472,"Hideyuki","Flanders","d005","Senior Engineer","1988-11-10","9999-01-01"
276563,"Gift","Solares","d009","Senior Staff","1995-08-01","9999-01-01"
276868,"Alois","Sanella","d001","Staff","1998-03-13","9999-01-01"
277316,"Vitali","Rothenberg","d007","Senior Staff","1989-10-04","9999-01-01"
277316,"Vitali","Rothenberg","d007","Staff","1989-10-04","9999-01-01"
277362,"Uzi","Kugler","d009","Senior Staff","1991-01-12","9999-01-01"
277420,"Rayond","Schach","d004","Engineer","1995-04-22","9999-01-01"
277420,"Rayond","Schach","d004","Senior Engineer","1995-04-22","9999-01-01"
277777,"Herbert","Itzigehl","d005","Senior Engineer","1990-07-04","9999-01-01"
277829,"Michaela","Fandrianto","d005","Senior Engineer","1986-06-02","9999-01-01"
278239,"Boaz","Bottner","d008","Staff","1994-02-06","9999-01-01"
278386,"Caolyn","Poujol","d006","Technique Leader","1995-12-03","9999-01-01"
278452,"Sudhanshu","Toyoshima","d003","Senior Staff","1987-08-29","9999-01-01"
278452,"Sudhanshu","Toyoshima","d003","Staff","1987-08-29","9999-01-01"
278536,"Munenori","Shobatake","d001","Senior Staff","1992-01-10","9999-01-01"
278536,"Munenori","Shobatake","d001","Staff","1992-01-10","9999-01-01"
278549,"Jaana","Werthner","d007","Senior Staff","1989-07-27","9999-01-01"
278549,"Jaana","Werthner","d007","Staff","1989-07-27","9999-01-01"
278953,"Jeanna","Ghandeharizadeh","d005","Senior Engineer","1990-08-11","9999-01-01"
279115,"Maren","DuCasse","d005","Engineer","1997-11-29","9999-01-01"
279280,"Niranjan","Debuse","d004","Engineer","1992-09-21","9999-01-01"
279280,"Niranjan","Debuse","d004","Senior Engineer","1992-09-21","9999-01-01"
279791,"Chiranjit","Lyonns","d005","Assistant Engineer","1986-12-24","9999-01-01"
279791,"Chiranjit","Lyonns","d005","Engineer","1986-12-24","9999-01-01"
280070,"Niteen","Ebeling","d003","Senior Staff","1988-03-29","9999-01-01"
280070,"Niteen","Ebeling","d003","Staff","1988-03-29","9999-01-01"
280291,"Lenore","Badache","d009","Staff","1998-11-24","9999-01-01"
280420,"Jahangir","Hofting","d007","Senior Staff","1986-09-28","9999-01-01"
280420,"Jahangir","Hofting","d007","Staff","1986-09-28","9999-01-01"
280525,"Kish","Herbst","d007","Staff","1996-08-18","9999-01-01"
280648,"Heeju","Lorys","d004","Engineer","1986-12-27","9999-01-01"
280648,"Heeju","Lorys","d004","Senior Engineer","1986-12-27","9999-01-01"
281570,"Zijian","Covnot","d005","Assistant Engineer","1994-09-13","9999-01-01"
281692,"Khosrow","Sommen","d006","Senior Engineer","1990-03-03","9999-01-01"
281848,"Parke","Staylopatis","d005","Engineer","1993-07-31","9999-01-01"
281848,"Parke","Staylopatis","d005","Senior Engineer","1993-07-31","9999-01-01"
281859,"Masanao","Papastamatiou","d004","Engineer","1985-11-25","9999-01-01"
281859,"Masanao","Papastamatiou","d004","Senior Engineer","1985-11-25","9999-01-01"
282191,"Alper","Shinomoto","d005","Engineer","1997-10-20","9999-01-01"
282333,"Nahla","Serdy","d008","Senior Staff","1993-09-09","9999-01-01"
282333,"Nahla","Serdy","d008","Staff","1993-09-09","9999-01-01"
282343,"Xinglin","Haldar","d007","Senior Staff","1988-07-20","9999-01-01"
282343,"Xinglin","Haldar","d007","Staff","1988-07-20","9999-01-01"
282547,"Nahum","Codenie","d005","Engineer","1999-06-14","9999-01-01"
282585,"Zijian","Lammel","d009","Staff","1996-07-01","9999-01-01"
282894,"Fay","Bellmore","d005","Engineer","1989-05-03","9999-01-01"
282894,"Fay","Bellmore","d005","Senior Engineer","1989-05-03","9999-01-01"
284300,"Ishfaq","Mahmud","d001","Senior Staff","1991-11-29","9999-01-01"
284300,"Ishfaq","Mahmud","d001","Staff","1991-11-29","9999-01-01"
284431,"Pintsang","Fujisawa","d007","Senior Staff","1996-04-16","9999-01-01"
284431,"Pintsang","Fujisawa","d007","Staff","1996-04-16","9999-01-01"
284561,"Duri","Beznosov","d006","Senior Engineer","1988-02-15","9999-01-01"
284687,"Oksana","Redmiles","d005","Engineer","1985-06-22","9999-01-01"
284687,"Oksana","Redmiles","d005","Senior Engineer","1985-06-22","9999-01-01"
284691,"Theron","Ressouche","d005","Engineer","1988-08-17","9999-01-01"
284691,"Theron","Ressouche","d005","Senior Engineer","1988-08-17","9999-01-01"
284711,"Martijn","Azevdeo","d005","Senior Engineer","1988-02-10","9999-01-01"
284717,"Gal","Ranta","d005","Engineer","1992-11-07","9999-01-01"
284717,"Gal","Ranta","d005","Senior Engineer","1992-11-07","9999-01-01"
